Timestamp,MQ9_RAW,MQ135_RAW,MQ3_RAW,MQ9_V,MQ135_V,MQ3_V,Category
2026-01-29 08:40:03,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:40:04,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 08:40:05,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:40:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:40:07,3563,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:40:08,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:40:09,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 08:42:00,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 08:42:01,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:42:02,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:42:03,3563,7232,9688,0.4455,0.9041,1.211,Healthy
2026-01-29 08:42:04,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:42:05,3564,7233,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 08:42:06,3563,7233,9687,0.4455,0.9041,1.211,Healthy
2026-01-29 08:42:07,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:42:08,3563,7232,9688,0.4455,0.9041,1.211,Healthy
2026-01-29 08:42:09,3564,7232,9688,0.4455,0.9041,1.2111,Healthy
2026-01-29 08:44:00,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:44:01,3564,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 08:44:02,3563,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:44:03,3563,7232,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 08:44:04,3563,7232,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 08:44:05,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:44:06,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 08:44:07,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:44:08,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:44:09,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:46:00,3564,7232,9688,0.4456,0.9041,1.2111,Healthy
2026-01-29 08:46:01,3564,7232,9687,0.4455,0.904,1.211,Healthy
2026-01-29 08:46:02,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:46:03,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:46:04,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:46:05,3564,7233,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 08:46:06,3563,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:46:07,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:46:08,3563,7233,9688,0.4455,0.9042,1.2111,Healthy
2026-01-29 08:46:09,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 08:48:00,3564,7232,9688,0.4456,0.9041,1.2112,Healthy
2026-01-29 08:48:01,3563,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:48:02,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:48:03,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:48:04,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:48:05,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:48:06,3564,7232,9688,0.4455,0.904,1.211,Healthy
2026-01-29 08:48:07,3563,7233,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 08:48:08,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 08:48:09,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:50:00,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:50:01,3565,7233,9688,0.4457,0.9042,1.211,Healthy
2026-01-29 08:50:02,3563,7232,9687,0.4455,0.9041,1.211,Healthy
2026-01-29 08:50:03,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:50:04,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:50:05,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:50:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:50:07,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:50:08,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:50:09,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 08:52:00,3563,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:52:01,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 08:52:02,3564,7232,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 08:52:03,3564,7232,9688,0.4456,0.904,1.2111,Healthy
2026-01-29 08:52:04,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:52:05,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:52:06,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 08:52:07,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:52:08,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 08:52:09,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:54:00,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 08:54:01,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:54:02,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 08:54:03,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 08:54:04,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 08:54:05,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 08:54:06,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:54:07,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:54:08,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:54:09,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:56:00,3563,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:56:01,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:56:02,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 08:56:03,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:56:04,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:56:05,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:56:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:56:07,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:56:08,3563,7232,9687,0.4455,0.9041,1.211,Healthy
2026-01-29 08:56:09,3563,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 08:58:00,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:58:01,3564,7233,9688,0.4456,0.9041,1.2111,Healthy
2026-01-29 08:58:02,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 08:58:03,3563,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:58:04,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 08:58:05,3563,7232,9688,0.4455,0.9041,1.211,Healthy
2026-01-29 08:58:06,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 08:58:07,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:58:08,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 08:58:09,3563,7232,9688,0.4455,0.904,1.211,Healthy
2026-01-29 09:00:00,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:00:01,3564,7231,9688,0.4456,0.904,1.211,Healthy
2026-01-29 09:00:02,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 09:00:03,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:00:04,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:00:05,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:00:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:00:07,3563,7232,9687,0.4455,0.9041,1.211,Healthy
2026-01-29 09:00:08,3564,7232,9688,0.4456,0.9041,1.2111,Healthy
2026-01-29 09:00:09,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:02:00,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:02:01,3564,7232,9688,0.4456,0.9041,1.2112,Healthy
2026-01-29 09:02:02,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:02:03,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:02:04,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:02:05,3564,7232,9687,0.4455,0.9041,1.211,Healthy
2026-01-29 09:02:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:02:07,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:02:08,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:02:09,3564,7233,9688,0.4456,0.9041,1.2112,Healthy
2026-01-29 09:04:00,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:04:01,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 09:04:02,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:04:03,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:04:04,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:04:05,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:04:06,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:04:07,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:04:08,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:04:09,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:06:00,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:06:01,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:06:02,3563,7232,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 09:06:03,3563,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:06:04,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:06:05,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:06:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:06:07,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:06:08,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:06:09,3564,7232,9688,0.4455,0.9041,1.211,Healthy
2026-01-29 09:08:00,3564,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:08:01,3563,7233,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 09:08:02,3564,7233,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:08:03,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:08:04,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:08:05,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 09:08:06,3564,7231,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:08:07,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:08:08,3564,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:08:09,3563,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:10:00,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:10:01,3563,7232,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 09:10:02,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:10:03,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:10:04,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:10:05,3564,7233,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:10:06,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:10:07,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:10:08,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 09:10:09,3564,7233,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 09:12:00,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:12:01,3564,7231,9688,0.4455,0.904,1.2111,Healthy
2026-01-29 09:12:02,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:12:03,3564,7232,9688,0.4456,0.9041,1.2112,Healthy
2026-01-29 09:12:04,3563,7232,9688,0.4455,0.9042,1.2111,Healthy
2026-01-29 09:12:05,3563,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:12:06,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:12:07,3564,7233,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:12:08,3564,7232,9688,0.4456,0.9041,1.2111,Healthy
2026-01-29 09:12:09,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:14:00,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:14:01,3564,7233,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:14:02,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:14:03,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:14:04,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:14:05,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:14:06,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:14:07,3564,7232,9688,0.4456,0.904,1.2111,Healthy
2026-01-29 09:14:08,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:14:09,3563,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:16:00,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:16:01,3564,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:16:02,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:16:03,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:16:04,3564,7232,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:16:05,3563,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:16:06,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:16:07,3564,7233,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:16:08,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:16:09,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:18:00,3563,7232,9687,0.4455,0.9041,1.211,Healthy
2026-01-29 09:18:01,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 09:18:02,3563,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:18:03,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:18:04,3564,7233,9688,0.4455,0.9042,1.2112,Healthy
2026-01-29 09:18:05,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:18:06,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:18:07,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:18:08,3563,7232,9688,0.4455,0.9041,1.211,Healthy
2026-01-29 09:18:09,3563,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:20:00,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:20:01,3563,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:20:02,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:20:03,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:20:04,3564,7232,9688,0.4456,0.9041,1.2111,Healthy
2026-01-29 09:20:05,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:20:06,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:20:07,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:20:08,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:20:09,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:22:00,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:22:01,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:22:02,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:22:03,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:22:04,3564,7233,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:22:05,3563,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:22:06,3563,7233,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 09:22:07,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:22:08,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:22:09,3565,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:24:00,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:24:01,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:24:02,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:24:03,3563,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:24:04,3564,7231,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:24:05,3564,7232,9688,0.4456,0.904,1.2111,Healthy
2026-01-29 09:24:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:24:07,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:24:08,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:24:09,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:00,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:26:01,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:02,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:03,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:04,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:05,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:06,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:07,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:26:08,3565,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:26:09,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:28:00,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:28:01,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:28:02,3563,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:28:03,3564,7233,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:28:04,3564,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:28:05,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:28:06,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:28:07,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:28:08,3563,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:28:09,3564,7232,9688,0.4456,0.9041,1.2111,Healthy
2026-01-29 09:30:00,3564,7233,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 09:30:01,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:30:02,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:30:03,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:30:04,3563,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:30:05,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:30:06,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:30:07,3564,7232,9687,0.4456,0.904,1.211,Healthy
2026-01-29 09:30:08,3563,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:30:09,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:32:00,3564,7232,9688,0.4456,0.9042,1.2112,Healthy
2026-01-29 09:32:01,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:32:02,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:32:03,3564,7233,9688,0.4456,0.9041,1.2112,Healthy
2026-01-29 09:32:04,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:32:05,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:32:06,3564,7233,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:32:07,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:32:08,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:32:09,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:34:00,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:34:01,3564,7233,9688,0.4455,0.9042,1.211,Healthy
2026-01-29 09:34:02,3564,7232,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:34:03,3565,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:34:04,3563,7232,9688,0.4456,0.9042,1.2111,Healthy
2026-01-29 09:34:05,3564,7232,9688,0.4456,0.9041,1.2111,Healthy
2026-01-29 09:34:06,3564,7232,9688,0.4456,0.9042,1.2112,Healthy
2026-01-29 09:34:07,3564,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:34:08,3563,7232,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:34:09,3564,7232,9688,0.4456,0.9042,1.211,Healthy
2026-01-29 09:36:00,3564,7233,9687,0.4456,0.9042,1.211,Healthy
2026-01-29 09:36:01,3564,7233,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:36:02,3563,7233,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:36:03,3563,7232,9688,0.4456,0.9041,1.211,Healthy
2026-01-29 09:36:04,3564,7232,9687,0.4455,0.9042,1.211,Healthy
2026-01-29 09:36:05,3564,7232,9688,0.4456,0.904,1.211,Healthy
2026-01-29 09:36:06,3564,7232,9687,0.4456,0.9041,1.211,Healthy
2026-01-29 09:36:07,3564,7233,9687,0.4456,0.9042,1.211,Healthy
